timestamp,open,high,low,close,volume
1735828200,5903.2598,5935.0898,5829.5298,5868.5498,3621680000
1735914600,5891.0698,5949.3398,5888.6602,5942.4702,3667340000
1736173800,5982.8101,6021.0400,5960.0098,5975.3799,4940120000
1736260200,5993.2598,6000.6802,5890.6802,5909.0298,4517330000
1736346600,5910.6602,5927.8901,5874.7798,5918.2500,4441740000
1736519400,5890.3501,5890.3501,5807.7798,5827.0400,4751930000
1736778600,5782.0200,5838.6099,5773.3101,5836.2202,4421200000
1736865000,5859.2700,5871.9199,5805.4199,5842.9102,4142280000
1736951400,5905.2100,5960.6099,5905.2100,5949.9102,4544570000
1737037800,5963.6099,5964.6899,5930.7202,5937.3398,4285810000
1737124200,5995.3999,6014.9600,5978.4399,5996.6602,4366830000
1737469800,6014.1201,6051.5098,6006.8799,6049.2402,4702920000
1737556200,6081.3901,6100.8101,6076.1299,6086.3701,4323040000
1737642600,6076.3198,6118.7300,6074.6699,6118.7100,4432250000
1737729000,6121.4302,6128.1802,6088.7402,6101.2402,4214250000
1737988200,5969.0400,6017.1699,5962.9199,6012.2798,5198750000
1738074600,6026.9702,6074.5400,5994.6299,6067.7002,4473640000
1738161000,6057.7002,6062.8301,6012.9600,6039.3101,4115310000
1738247400,6050.7500,6086.6401,6027.4600,6071.1699,4634620000
1738333800,6096.7900,6120.9102,6030.9302,6040.5298,4843770000
1738593000,5969.6499,6022.1299,5923.9302,5994.5698,4797210000
1738679400,5998.1401,6042.4800,5990.8701,6037.8799,4410160000
1738765800,6020.4502,6062.8599,6007.0601,6061.4800,4756250000
1738852200,6072.2202,6084.0298,6046.8301,6083.5698,4847120000
1738938600,6083.1299,6101.2798,6019.9600,6025.9902,4766900000
1739197800,6046.3999,6073.3799,6044.8398,6066.4399,4458760000
1739284200,6049.3198,6076.2798,6042.3398,6068.5000,4324880000
1739370600,6025.0801,6063.0000,6003.0000,6051.9702,4627960000
1739457000,6060.5898,6116.9102,6050.9502,6115.0698,4763800000
1739543400,6115.5200,6127.4702,6107.6201,6114.6299,4335190000
1739889000,6121.6001,6129.6299,6099.5098,6129.5801,4684980000
1739975400,6117.7598,6147.4302,6111.1499,6144.1499,4562330000
1740061800,6134.5000,6134.5000,6084.5898,6117.5200,4813690000
1740148200,6114.1001,6114.8198,6008.5601,6013.1299,5434560000
1740407400,6026.6899,6043.6499,5977.8301,5983.2500,4990120000
1740493800,5982.7300,5992.6499,5908.4902,5955.2500,5374690000
1740580200,5970.8701,6009.8198,5932.6899,5956.0601,4869580000
1740666600,5981.8799,5993.6899,5858.7798,5861.5698,5057680000
1740753000,5856.7402,5959.3999,5837.6602,5954.5000,6441140000
1741012200,5968.3301,5986.0898,5810.9102,5849.7202,5613850000
1741098600,5811.9800,5865.0801,5732.5898,5778.1499,6138110000
1741185000,5781.3599,5860.5898,5742.3501,5842.6299,5285970000
1741271400,5785.8701,5812.0801,5711.6401,5738.5200,5165080000
1741357800,5726.0098,5783.0098,5666.2900,5770.2002,5705140000
1741613400,5705.3701,5705.3701,5564.0200,5614.5601,6409370000
1741699800,5603.6499,5636.2998,5528.4102,5572.0698,6221240000
1741786200,5624.8398,5642.1899,5546.0898,5599.2998,5219830000
