timestamp,open,high,low,close,volume
1706745600,42569.7617,43243.1680,41879.1914,43075.7734,21423953779
1706832000,43077.6406,43422.4883,42584.3359,43185.8594,18603843039
1706918400,43184.9648,43359.9414,42890.8086,42992.2500,11169245236
1707004800,42994.9414,43097.6445,42374.8320,42583.5820,14802225490
1707091200,42577.6211,43494.2500,42264.8164,42658.6680,18715487317
1707177600,42657.3906,43344.1484,42529.0195,43084.6719,16798476726
1707264000,43090.0195,44341.9492,42775.9570,44318.2227,21126587775
1707350400,44332.1250,45575.8398,44332.1250,45301.5664,26154524080
1707436800,45297.3828,48152.4961,45260.8242,47147.1992,39316770844
1707523200,47153.5273,48146.1719,46905.3203,47771.2773,16398681570
1707609600,47768.9688,48535.9375,47617.4063,48293.9180,19315867136
1707696000,48296.3867,50280.4766,47745.7617,49958.2227,34511985805
1707782400,49941.3594,50358.3906,48406.4961,49742.4414,35593051468
1707868800,49733.4453,52021.3711,49296.8320,51826.6953,39105608050
1707955200,51836.7852,52820.0664,51371.6289,51938.5547,38564360533
1708041600,51937.7266,52537.9688,51641.3672,52160.2031,28180567298
1708128000,52161.6758,52191.9141,50669.6680,51662.9961,20009091006
1708214400,51661.9688,52356.9648,51233.7070,52122.5469,17595377311
1708300800,52134.8125,52483.3242,51711.8203,51779.1445,21362184346
1708387200,51777.7266,52945.0508,50792.3125,52284.8750,33353758256
1708473600,52273.5352,52368.8164,50671.7578,51839.1797,28624907020
1708560000,51854.6445,52009.6133,50926.2930,51304.9727,25413900611
1708646400,51283.9063,51497.9336,50561.7773,50731.9492,21427078270
1708732800,50736.3711,51684.1953,50585.4453,51571.1016,15174077879
1708819200,51565.2148,51950.0273,51306.1719,51733.2383,15413239245
1708905600,51730.5391,54938.1758,50931.0313,54522.4023,34074411896
1708992000,54519.3633,57537.8398,54484.1992,57085.3711,49756832031
1709078400,57071.0977,63913.1328,56738.4258,62504.7891,83239156760
1709164800,62499.1836,63585.6445,60498.7305,61198.3828,65496611844
1709251200,61168.0625,63155.1016,60802.5273,62440.6328,40186368423
