timestamp,data_size,rsi_val,rsi_p,macd_val,macd_f,macd_s,macd_sig,atr_val,atr_p,cmf_val,cmf_p
1774899000,420,28.8167,14,-4.2746,12,26,9,32.1400,14,-0.4506,20
