timestamp,data_size,rsi_val,rsi_p,macd_val,macd_f,macd_s,macd_sig,atr_val,atr_p,cmf_val,cmf_p
1774915200,90,47.2613,14,-439.1528,12,26,9,2696.1427,14,-0.0097,20
1775779200,41,62.9730,14,516.1094,12,26,9,2507.1353,14,0.0254,20
1777507200,30,58.4354,14,2245.3926,12,26,9,2167.2810,14,0.0284,20
1777939200,125,67.8461,14,146.7570,12,26,9,2124.8016,14,0.0976,20
1777939200,35,70.1081,14,2325.1182,12,26,9,2045.9682,14,0.1234,20
1777939200,5,96.0278,14,17775.5013,12,26,9,638.8566,14,0.3101,20
1778112000,68,62.3568,14,155.6709,12,26,9,2123.2237,14,-0.0199,20
1778457600,11,65.2809,14,39545.9279,12,26,9,1402.7467,14,0.0532,20
